373854,ENSGALG00000001768
373885,ENSGALG00000042003
373887,ENSGALG00000017242
373888,ENSGALG00000002703
373889,ENSGALG00000004222
373890,ENSGALG00000001416
373891,ENSGALG00000002424
373892,ENSGALG00000008542
373893,ENSGALG00000013431
373894,ENSGALG00000004420
373895,ENSGALG00000004093
373896,ENSGALG00000017316
373897,ENSGALG00000015728
373898,ENSGALG00000004465
373899,ENSGALG00000008348
373900,ENSGALG00000008855
373901,ENSGALG00000006252
373902,ENSGALG00000011594
373903,ENSGALG00000026005
373904,ENSGALG00000000452
373905,ENSGALG00000012952
373906,ENSGALG00000015422
373907,ENSGALG00000010836
373908,ENSGALG00000010013
373909,ENSGALG00000007466
373910,ENSGALG00000025817
373911,ENSGALG00000013085
373913,ENSGALG00000011327
373914,ENSGALG00000003933
373915,ENSGALG00000027188
373916,ENSGALG00000002162
373917,ENSGALG00000012173
373918,ENSGALG00000042458
373919,ENSGALG00000040276
373920,ENSGALG00000038504
373921,ENSGALG00000037171
373922,ENSGALG00000001076
373923,ENSGALG00000008097
373924,ENSGALG00000026091
373925,ENSGALG00000014096
373926,ENSGALG00000009262
373927,ENSGALG00000012906
373928,ENSGALG00000004974
373929,ENSGALG00000004743
373930,ENSGALG00000008435
373931,ENSGALG00000007669
373933,ENSGALG00000017238
373935,ENSGALG00000037015
373936,ENSGALG00000000474
373937,ENSGALG00000000719
373938,ENSGALG00000002699
373939,ENSGALG00000039327
373940,ENSGALG00000003928
373941,ENSGALG00000003324
373942,ENSGALG00000031872
373943,ENSGALG00000032097
373945,ENSGALG00000015433
373946,ENSGALG00000032702
373947,ENSGALG00000026507
373948,ENSGALG00000002478
373949,ENSGALG00000001611
373951,ENSGALG00000041826
373952,ENSGALG00000040297
373953,ENSGALG00000001501
373954,ENSGALG00000006211
373956,ENSGALG00000001462
373957,ENSGALG00000004818
373958,ENSGALG00000011849
373960,ENSGALG00000015935
373961,ENSGALG00000003297
373963,ENSGALG00000015917
373964,ENSGALG00000039458
373967,ENSGALG00000041121
373969,ENSGALG00000009129
373970,ENSGALG00000014922
373971,ENSGALG00000017237
373972,ENSGALG00000012526
373974,ENSGALG00000022896
373975,ENSGALG00000013193
373976,ENSGALG00000032584
373977,ENSGALG00000009320
373979,ENSGALG00000014233
373980,ENSGALG00000006802
373981,ENSGALG00000011203
373983,ENSGALG00000002781
373984,ENSGALG00000029292
373985,ENSGALG00000008072
373987,ENSGALG00000009626
373988,ENSGALG00000008253
373989,ENSGALG00000005285
373990,ENSGALG00000034297
373991,ENSGALG00000013793
373992,ENSGALG00000004960
373994,ENSGALG00000006809
373995,ENSGALG00000011270
373996,ENSGALG00000043287
373997,ENSGALG00000035836
373998,ENSGALG00000005634
373999,ENSGALG00000011354
374000,ENSGALG00000005630
374001,ENSGALG00000004096
374002,ENSGALG00000008352
374003,ENSGALG00000014956
374004,ENSGALG00000000172
374005,ENSGALG00000011485
374006,ENSGALG00000016348
374007,ENSGALG00000013782
374009,ENSGALG00000011950
374010,ENSGALG00000021285
374012,ENSGALG00000017186
374014,ENSGALG00000040704
374015,ENSGALG00000015937
374016,ENSGALG00000014615
374017,ENSGALG00000035557
374018,ENSGALG00000031642
374020,ENSGALG00000038461
374021,ENSGALG00000004171
374022,ENSGALG00000010490
374024,ENSGALG00000052629
374025,ENSGALG00000002430
374026,ENSGALG00000000751
374028,ENSGALG00000001621
374029,ENSGALG00000022557
374030,ENSGALG00000006367
374031,ENSGALG00000002922
374033,ENSGALG00000012018
374034,ENSGALG00000015556
374035,ENSGALG00000040844
374037,ENSGALG00000009525
374038,ENSGALG00000029077
374039,ENSGALG00000026736
374042,ENSGALG00000011661
374044,ENSGALG00000034855
374047,ENSGALG00000017283
374048,ENSGALG00000006216
374049,ENSGALG00000014843
374050,ENSGALG00000042333
374051,ENSGALG00000028095
374052,ENSGALG00000029298
374053,ENSGALG00000002157
374054,ENSGALG00000011243
374055,ENSGALG00000009864
374056,ENSGALG00000002595
374058,ENSGALG00000007145
374060,ENSGALG00000034973
374061,ENSGALG00000030847
374064,ENSGALG00000033271
374065,ENSGALG00000004980
374066,ENSGALG00000002849
374067,ENSGALG00000043103
374068,ENSGALG00000032349
374069,ENSGALG00000039977
374070,ENSGALG00000021079
374071,ENSGALG00000003272
374072,ENSGALG00000016691
374073,ENSGALG00000002853
374074,ENSGALG00000033598
374075,ENSGALG00000004958
374076,ENSGALG00000003916
374077,ENSGALG00000003238
374078,ENSGALG00000008713
374079,ENSGALG00000013738
374080,ENSGALG00000015184
374083,ENSGALG00000010857
374084,ENSGALG00000003995
374087,ENSGALG00000007527
374088,ENSGALG00000015897
374089,ENSGALG00000038225
374090,ENSGALG00000040444
374091,ENSGALG00000038290
374092,ENSGALG00000008436
374093,ENSGALG00000012638
374094,ENSGALG00000033179
374095,ENSGALG00000008932
374096,ENSGALG00000025898
374097,ENSGALG00000041700
374098,ENSGALG00000007666
374099,ENSGALG00000016861
374100,ENSGALG00000017091
374101,ENSGALG00000043433
374102,ENSGALG00000031424
374103,ENSGALG00000040532
374105,ENSGALG00000002579
374106,ENSGALG00000022980
374108,ENSGALG00000012140
374109,ENSGALG00000029621
374110,ENSGALG00000030886
374111,ENSGALG00000034590
374113,ENSGALG00000004212
374115,ENSGALG00000005378
374116,ENSGALG00000005521
374117,ENSGALG00000011551
374118,ENSGALG00000008096
374119,ENSGALG00000034584
374120,ENSGALG00000041470
374122,ENSGALG00000028026
374123,ENSGALG00000006428
374124,ENSGALG00000042119
374125,ENSGALG00000003217
374126,ENSGALG00000037778
374127,ENSGALG00000030944
374128,ENSGALG00000012178
374129,ENSGALG00000029892
374131,ENSGALG00000010035
374132,ENSGALG00000008620
374133,ENSGALG00000035677
374134,ENSGALG00000043379
374135,ENSGALG00000037402
374136,ENSGALG00000016785
374137,ENSGALG00000010794
374138,ENSGALG00000012792
374139,ENSGALG00000017073
374141,ENSGALG00000034722
374142,ENSGALG00000001079
374143,ENSGALG00000009066
374144,ENSGALG00000007848
374146,ENSGALG00000016058
374147,ENSGALG00000008459
374148,ENSGALG00000004386
374150,ENSGALG00000039474
374153,ENSGALG00000011875
374155,ENSGALG00000026192
374156,ENSGALG00000003814
374157,ENSGALG00000008621
374158,ENSGALG00000036295
374159,ENSGALG00000037880
374161,ENSGALG00000001529
374162,ENSGALG00000004991
374163,ENSGALG00000033789
374165,ENSGALG00000030025
374166,ENSGALG00000003901
374168,ENSGALG00000005123
374169,ENSGALG00000008456
374173,ENSGALG00000001916
374174,ENSGALG00000033061
374175,ENSGALG00000005621
374177,ENSGALG00000011870
374178,ENSGALG00000027070
374179,ENSGALG00000012830
374180,ENSGALG00000009303
374182,ENSGALG00000016451
374185,ENSGALG00000030991
374186,ENSGALG00000001593
374187,ENSGALG00000010133
