387331,ENSXETG00000001010
387599,ENSXETG00000000039
394437,ENSXETG00000018992
394439,ENSXETG00000003251
394440,ENSXETG00000019188
394441,ENSXETG00000011829
394442,ENSXETG00000007565
394443,ENSXETG00000012442
394444,ENSXETG00000009331
394445,ENSXETG00000014072
394446,ENSXETG00000001476
394447,ENSXETG00000001784
394448,ENSXETG00000007722
394450,ENSXETG00000004639
394451,ENSXETG00000005928
394452,ENSXETG00000007027
394453,ENSXETG00000004482
394454,ENSXETG00000004493
394455,ENSXETG00000011951
394456,ENSXETG00000012006
394457,ENSXETG00000013025
394458,ENSXETG00000017951
394459,ENSXETG00000009145
394460,ENSXETG00000000989
394461,ENSXETG00000019570
394462,ENSXETG00000021134
394463,ENSXETG00000020391
394464,ENSXETG00000018880
394465,ENSXETG00000008893
394466,ENSXETG00000000071
394467,ENSXETG00000019402
394468,ENSXETG00000014520
394470,ENSXETG00000018205
394471,ENSXETG00000004297
394472,ENSXETG00000012886
394473,ENSXETG00000006882
394475,ENSXETG00000013735
394476,ENSXETG00000021403
394477,ENSXETG00000004528
394478,ENSXETG00000018224
394479,ENSXETG00000008723
394480,ENSXETG00000002114
394482,ENSXETG00000020223
394483,ENSXETG00000013755
394484,ENSXETG00000012191
394485,ENSXETG00000017815
394486,ENSXETG00000002125
394487,ENSXETG00000005528
394488,ENSXETG00000020068
394490,ENSXETG00000005482
394491,ENSXETG00000006233
394492,ENSXETG00000006398
394493,ENSXETG00000007564
394494,ENSXETG00000016452
394495,ENSXETG00000010108
394496,ENSXETG00000013761
394497,ENSXETG00000013929
394498,ENSXETG00000004236
394499,ENSXETG00000016925
394501,ENSXETG00000016607
394502,ENSXETG00000004529
394503,ENSXETG00000013869
394504,ENSXETG00000002724
394505,ENSXETG00000010845
394506,ENSXETG00000015772
394507,ENSXETG00000009391
394508,ENSXETG00000002168
394509,ENSXETG00000008890
394510,ENSXETG00000010929
394511,ENSXETG00000000893
394512,ENSXETG00000016377
394513,ENSXETG00000009169
394514,ENSXETG00000002922
394515,ENSXETG00000010434
394516,ENSXETG00000005210
394517,ENSXETG00000011856
394518,ENSXETG00000012522
394520,ENSXETG00000010173
394521,ENSXETG00000020129
394522,ENSXETG00000020637
394523,ENSXETG00000012382
394524,ENSXETG00000020542
394525,ENSXETG00000005626
394526,ENSXETG00000019815
394527,ENSXETG00000003961
394528,ENSXETG00000003272
394529,ENSXETG00000019847
394530,ENSXETG00000013143
394531,ENSXETG00000001007
394532,ENSXETG00000017860
394533,ENSXETG00000014549
394534,ENSXETG00000001559
394535,ENSXETG00000008879
394536,ENSXETG00000020153
394537,ENSXETG00000006772
394538,ENSXETG00000018894
394539,ENSXETG00000018994
394540,ENSXETG00000001982
394541,ENSXETG00000003306
394542,ENSXETG00000020024
394544,ENSXETG00000001901
394545,ENSXETG00000013525
394546,ENSXETG00000011063
394547,ENSXETG00000001210
394548,ENSXETG00000019110
394549,ENSXETG00000017737
394550,ENSXETG00000004796
394551,ENSXETG00000002189
394552,ENSXETG00000020461
394554,ENSXETG00000007048
394555,ENSXETG00000006344
394556,ENSXETG00000011217
394557,ENSXETG00000015173
394559,ENSXETG00000014708
394560,ENSXETG00000002931
394561,ENSXETG00000004848
394562,ENSXETG00000016709
394563,ENSXETG00000002954
394564,ENSXETG00000019982
394565,ENSXETG00000011257
394566,ENSXETG00000011427
394568,ENSXETG00000020673
394570,ENSXETG00000014807
394571,ENSXETG00000006756
394572,ENSXETG00000005835
394573,ENSXETG00000010251
394574,ENSXETG00000018227
394575,ENSXETG00000020442
394576,ENSXETG00000006325
394577,ENSXETG00000002553
394578,ENSXETG00000006787
394579,ENSXETG00000003461
394580,ENSXETG00000013362
394581,ENSXETG00000005273
394582,ENSXETG00000019600
394583,ENSXETG00000009586
394584,ENSXETG00000000409
394585,ENSXETG00000004605
394586,ENSXETG00000019830
394587,ENSXETG00000011925
394588,ENSXETG00000011774
394589,ENSXETG00000007542
394590,ENSXETG00000014531
394591,ENSXETG00000003160
394592,ENSXETG00000013084
394595,ENSXETG00000020910
394597,ENSXETG00000014408
394598,ENSXETG00000010950
394599,ENSXETG00000017637
394600,ENSXETG00000018975
394601,ENSXETG00000002283
394602,ENSXETG00000020644
394603,ENSXETG00000009478
394604,ENSXETG00000003415
394605,ENSXETG00000002745
394606,ENSXETG00000010723
394607,ENSXETG00000002549
