100337527,ENSACAG00000005579,
100337528,ENSACAG00000015196,
100337529,ENSACAG00000004520,
100337530,ENSACAG00000016730,
100337533,ENSACAG00000001200,
100337537,ENSACAG00000000085,
100337538,ENSACAG00000009347,
100337539,ENSACAG00000012397,
100337540,ENSACAG00000005223,
100337542,ENSACAG00000004281,
100337543,ENSACAG00000017860,
100337544,ENSACAG00000017876,
100337545,ENSACAG00000023015,
100337546,ENSACAG00000007959,
100337547,ENSACAG00000006213,
100337548,ENSACAG00000004472,
100337549,ENSACAG00000015803,
100337606,ENSACAG00000012454,
100359384,ENSACAG00000027550,
100379171,ENSACAG00000011825,
100379262,ENSACAG00000029651,
100462893,ENSACAG00000000741,
100499197,ENSACAG00000023309,
100500778,ENSACAG00000024676,
100500779,ENSACAG00000023103,
100528060,ENSACAG00000009773,
100529107,ENSACAG00000008029,
100529108,ENSACAG00000002478,
100529109,ENSACAG00000002484,
100551515,ENSACAG00000017060,
100551518,ENSACAG00000001436,
100551520,ENSACAG00000004393,
100551522,ENSACAG00000009210,
100551523,ENSACAG00000017270,
100551524,ENSACAG00000010215,
100551525,ENSACAG00000008693,
100551526,ENSACAG00000006898,
100551528,ENSACAG00000005182,
100551529,ENSACAG00000017786,
100551530,ENSACAG00000001911,
100551531,ENSACAG00000000332,
100551532,ENSACAG00000017933,
100551533,ENSACAG00000009719,
100551534,ENSACAG00000010909,
100551535,ENSACAG00000010398,
100551536,ENSACAG00000013026,
100551539,ENSACAG00000006902,
100551540,ENSACAG00000015912,
100551542,ENSACAG00000014996,
100551543,ENSACAG00000009902,
100551544,ENSACAG00000016880,
100551545,ENSACAG00000009576,
100551548,ENSACAG00000009610,
100551550,ENSACAG00000001507,
100551552,ENSACAG00000027678,
100551556,ENSACAG00000012394,
100551557,ENSACAG00000006081,
100551559,ENSACAG00000016598,
100551561,ENSACAG00000016633,
100551565,ENSACAG00000002419,
100551567,ENSACAG00000010635,
100551568,ENSACAG00000017831,
100551570,ENSACAG00000027159,
100551571,ENSACAG00000008700,
100551572,ENSACAG00000009060,
100551573,ENSACAG00000001980,
100551574,ENSACAG00000001382,
100551575,ENSACAG00000015962,
100551578,ENSACAG00000012520,
100551579,ENSACAG00000001948,
100551580,ENSACAG00000029100,
100551584,ENSACAG00000015774,
100551585,ENSACAG00000009586,
100551586,ENSACAG00000002019,
100551587,ENSACAG00000016511,
100551588,ENSACAG00000002423,
100551589,ENSACAG00000010999,
100551590,ENSACAG00000017046,
100551592,ENSACAG00000017343,
100551594,ENSACAG00000007501,
100551595,ENSACAG00000024089,
100551597,ENSACAG00000015794,
100551598,ENSACAG00000007703,
100551599,ENSACAG00000023801,
100551600,ENSACAG00000012504,
100551602,ENSACAG00000009972,
100551604,ENSACAG00000004351,
100551605,ENSACAG00000009520,
100551608,ENSACAG00000007432,
100551609,ENSACAG00000006367,
100551610,ENSACAG00000012117,
100551611,ENSACAG00000009235,
100551612,ENSACAG00000006499,
100551613,ENSACAG00000003451,
100551614,ENSACAG00000009701,
100551615,ENSACAG00000009472,
100551616,ENSACAG00000016923,
100551617,ENSACAG00000028358,
100551618,ENSACAG00000017633,
100551619,ENSACAG00000011232,
100551620,ENSACAG00000006603,
100551621,ENSACAG00000013396,
100551623,ENSACAG00000000590,
100551626,ENSACAG00000005750,
100551627,ENSACAG00000009694,
100551628,ENSACAG00000005473,
100551629,ENSACAG00000017790,
100551630,ENSACAG00000006173,
100551632,ENSACAG00000029123,
100551633,ENSACAG00000009174,
100551634,ENSACAG00000012106,
100551635,ENSACAG00000029114,
100551636,ENSACAG00000015926,
100551638,ENSACAG00000014024,
100551639,ENSACAG00000009894,
100551640,ENSACAG00000017386,
100551641,ENSACAG00000001107,
100551644,ENSACAG00000023741,
100551645,ENSACAG00000000460,
100551647,ENSACAG00000014082,
100551648,ENSACAG00000015459,
100551650,ENSACAG00000002824,
100551652,ENSACAG00000003110,
100551654,ENSACAG00000014510,
100551655,ENSACAG00000010080,
100551656,ENSACAG00000002576,
100551657,ENSACAG00000001213,
100551658,ENSACAG00000005510,
100551659,ENSACAG00000013449,
100551661,ENSACAG00000009559,
100551662,ENSACAG00000002557,
100551667,ENSACAG00000028881,
100551668,ENSACAG00000002911,
100551669,ENSACAG00000001533,
100551670,ENSACAG00000014830,
100551671,ENSACAG00000000150,
100551673,ENSACAG00000000036,
100551674,ENSACAG00000004668,
100551675,ENSACAG00000000979,
100551676,ENSACAG00000006794,
100551677,ENSACAG00000013907,
100551678,ENSACAG00000012971,
100551680,ENSACAG00000002119,
100551681,ENSACAG00000016132,
100551682,ENSACAG00000006559,
100551683,ENSACAG00000015665,
100551684,ENSACAG00000006361,
100551686,ENSACAG00000004309,
100551693,ENSACAG00000012468,
100551694,ENSACAG00000000234,
100551695,ENSACAG00000008437,
100551699,ENSACAG00000012776,
100551701,ENSACAG00000010645,
100551704,ENSACAG00000004561,
100551705,ENSACAG00000003220,
100551706,ENSACAG00000000662,
100551707,ENSACAG00000015066,
100551708,ENSACAG00000024081,
100551709,ENSACAG00000017020,
100551710,ENSACAG00000002490,
100551712,ENSACAG00000001537,
100551713,ENSACAG00000029558,
100551714,ENSACAG00000010973,
100551716,ENSACAG00000009042,
100551717,ENSACAG00000004592,
100551718,ENSACAG00000011200,
100551719,ENSACAG00000017315,
100551721,ENSACAG00000006950,
100551724,ENSACAG00000017782,
100551725,ENSACAG00000001662,
100551726,ENSACAG00000003540,
100551728,ENSACAG00000028406,
100551729,ENSACAG00000014644,
100551730,ENSACAG00000010198,
100551731,ENSACAG00000013053,
100551732,ENSACAG00000015491,
100551733,ENSACAG00000028163,
100551734,ENSACAG00000006851,
100551735,ENSACAG00000015863,
100551736,ENSACAG00000013239,
100551738,ENSACAG00000009614,
100551739,ENSACAG00000002268,
100551740,ENSACAG00000015595,
100551741,ENSACAG00000009712,
100551742,ENSACAG00000006764,
100551744,ENSACAG00000005055,
100551745,ENSACAG00000013206,
100551746,ENSACAG00000028902,
100551747,ENSACAG00000005050,
100551749,ENSACAG00000009563,
100551750,ENSACAG00000007996,
100551754,ENSACAG00000014083,
100551756,ENSACAG00000025402,
100551757,ENSACAG00000012410,
100551758,ENSACAG00000006105,
100551759,ENSACAG00000000684,
100551760,ENSACAG00000016561,
100551761,ENSACAG00000002005,
100551762,ENSACAG00000016710,
100551763,ENSACAG00000008979,
100551765,ENSACAG00000002553,
100551767,ENSACAG00000010657,
100551768,ENSACAG00000001138,
100551771,ENSACAG00000000404,
100551772,ENSACAG00000009158,
100551773,ENSACAG00000002007,
100551774,ENSACAG00000011230,
100551775,ENSACAG00000014056,
100551779,ENSACAG00000001975,
100551780,ENSACAG00000015476,
100551781,ENSACAG00000009162,
100551782,ENSACAG00000026225,
100551783,ENSACAG00000010821,
100551784,ENSACAG00000015782,
100551785,ENSACAG00000010049,
100551786,ENSACAG00000022571,
100551787,ENSACAG00000016543,
100551788,ENSACAG00000003262,
100551790,ENSACAG00000017040,
100551792,ENSACAG00000017363,
100551793,ENSACAG00000016198,
100551797,ENSACAG00000015725,
100551798,ENSACAG00000007586,
100551799,ENSACAG00000012423,
100551800,ENSACAG00000002569,
100551803,ENSACAG00000004498,
100551804,ENSACAG00000015952,
100551805,ENSACAG00000010122,
100551807,ENSACAG00000010792,
100551810,ENSACAG00000011866,
100551811,ENSACAG00000009328,
100551814,ENSACAG00000009560,
100551815,ENSACAG00000009606,
100551816,ENSACAG00000016994,
100551817,ENSACAG00000015588,
100551818,ENSACAG00000017603,
100551819,ENSACAG00000007270,
100551820,ENSACAG00000006340,
100551821,ENSACAG00000013325,
100551822,ENSACAG00000002808,
100551824,ENSACAG00000002274,
100551827,ENSACAG00000009717,
100551828,ENSACAG00000005409,
100551829,ENSACAG00000017787,
100551830,ENSACAG00000006319,
100551831,ENSACAG00000016607,
100551833,ENSACAG00000010202,
100551834,ENSACAG00000009076,
100551835,ENSACAG00000008872,
100551838,ENSACAG00000000752,
100551839,ENSACAG00000013918,
100551841,ENSACAG00000027149,
100551842,ENSACAG00000014464,
100551843,ENSACAG00000016026,
100551845,ENSACAG00000005982,
100551847,ENSACAG00000015353,
100551848,ENSACAG00000022410,
100551850,ENSACAG00000022706,
100551851,ENSACAG00000002398,
100551854,ENSACAG00000010256,
100551855,ENSACAG00000002641,
100551856,ENSACAG00000005458,
100551857,ENSACAG00000013487,
100551858,ENSACAG00000008507,
100551860,ENSACAG00000002551,
100551861,ENSACAG00000004499,
100551862,ENSACAG00000005582,
100551864,ENSACAG00000002329,
100551865,ENSACAG00000004982,
100551866,ENSACAG00000011867,
100551867,ENSACAG00000009465,
100551869,ENSACAG00000014933,
100551870,ENSACAG00000000153,
100551872,ENSACAG00000005752,
100551874,ENSACAG00000004597,
100551875,ENSACAG00000000851,
100551877,ENSACAG00000008543,
100551878,ENSACAG00000008988,
100551879,ENSACAG00000002353,
100551880,ENSACAG00000016124,
100551881,ENSACAG00000013203,
100551882,ENSACAG00000004293,
100551883,ENSACAG00000015600,
100551886,ENSACAG00000004317,
100551887,ENSACAG00000000475,
100551888,ENSACAG00000007854,
100551891,ENSACAG00000004034,
100551892,ENSACAG00000012420,
100551893,ENSACAG00000000237,
100551895,ENSACAG00000017117,
100551898,ENSACAG00000017044,
100551899,ENSACAG00000013083,
100551901,ENSACAG00000009655,
100551903,ENSACAG00000002273,
100551905,ENSACAG00000003240,
100551907,ENSACAG00000022005,
100551908,ENSACAG00000024785,
100551909,ENSACAG00000016982,
100551910,ENSACAG00000002289,
100551912,ENSACAG00000001363,
100551913,ENSACAG00000014627,
100551914,ENSACAG00000007964,
100551917,ENSACAG00000004644,
100551918,ENSACAG00000004754,
100551920,ENSACAG00000010270,
100551921,ENSACAG00000006995,
100551922,ENSACAG00000007129,
100551923,ENSACAG00000004167|Ensembl,ENSACAG00000004239
100551924,ENSACAG00000003783,
100551927,ENSACAG00000012584,
100551928,ENSACAG00000005401,
100551929,ENSACAG00000007968,
100551930,ENSACAG00000014875,
100551931,ENSACAG00000009774,
100551932,ENSACAG00000013093,
100551933,ENSACAG00000015445,
100551935,ENSACAG00000006771,
100551936,ENSACAG00000013371,
100551937,ENSACAG00000015647,
100551938,ENSACAG00000009601,
100551939,ENSACAG00000002249,
100551941,ENSACAG00000009799,
100551942,ENSACAG00000006762,
100551943,ENSACAG00000005052,
100551944,ENSACAG00000004308,
100551945,ENSACAG00000009477,
100551946,ENSACAG00000028772,
100551947,ENSACAG00000000253,
100551948,ENSACAG00000023599,
100551949,ENSACAG00000014432,
100551950,ENSACAG00000010390,
100551951,ENSACAG00000006964,
100551952,ENSACAG00000010271,
100551954,ENSACAG00000000301,
100551955,ENSACAG00000022140,
100551956,ENSACAG00000011967,
100551958,ENSACAG00000009148,
100551959,ENSACAG00000028910,
100551962,ENSACAG00000010758,
100551965,ENSACAG00000005054,
100551966,ENSACAG00000029385,
100551968,ENSACAG00000009183,
100551969,ENSACAG00000000623,
100551972,ENSACAG00000015430,
100551975,ENSACAG00000027977,
100551976,ENSACAG00000010865,
100551977,ENSACAG00000000399,
100551979,ENSACAG00000012889,
100551980,ENSACAG00000015789,
100551981,ENSACAG00000014583,
100551982,ENSACAG00000002178,
100551983,ENSACAG00000016648,
100551984,ENSACAG00000001459,
100551985,ENSACAG00000003374,
100551991,ENSACAG00000011042,
100551993,ENSACAG00000015699,
100551995,ENSACAG00000011149,
100551996,ENSACAG00000011829,
100551998,ENSACAG00000004529,
100551999,ENSACAG00000028489,
100552000,ENSACAG00000002617,
100552003,ENSACAG00000006456,
100552004,ENSACAG00000011476,
100552005,ENSACAG00000006518,
100552008,ENSACAG00000003401,
100552009,ENSACAG00000009522,
100552010,ENSACAG00000009768,
100552011,ENSACAG00000009806,
100552014,ENSACAG00000017578,
100552015,ENSACAG00000007279,
100552017,ENSACAG00000013231,
100552018,ENSACAG00000000383,
100552019,ENSACAG00000024865,
100552020,ENSACAG00000012466,
100552021,ENSACAG00000004483,
100552023,ENSACAG00000009723,
100552025,ENSACAG00000017774,
100552028,ENSACAG00000001012,
100552029,ENSACAG00000010179,
100552031,ENSACAG00000008953,
100552034,ENSACAG00000000991,
100552036,ENSACAG00000005033,
100552037,ENSACAG00000004467,
100552039,ENSACAG00000016004,
100552042,ENSACAG00000022661,
100552043,ENSACAG00000013961,
100552044,ENSACAG00000015332,
100552045,ENSACAG00000017476,
100552047,ENSACAG00000007600,
100552048,ENSACAG00000002335,
100552049,ENSACAG00000022125,
100552050,ENSACAG00000014055,
100552051,ENSACAG00000010351,
100552053,ENSACAG00000009359,
100552055,ENSACAG00000009572,
100552056,ENSACAG00000009730,
100552057,ENSACAG00000004957,
100552060,ENSACAG00000002023,
100552062,ENSACAG00000011923,
100552063,ENSACAG00000009273,
100552064,ENSACAG00000003095,
100552067,ENSACAG00000016214,
100552068,ENSACAG00000005754,
100552069,ENSACAG00000000035,
100552070,ENSACAG00000028553,
100552071,ENSACAG00000004508,
100552072,ENSACAG00000000747,
100552073,ENSACAG00000009518,
100552074,ENSACAG00000009059,
100552076,ENSACAG00000028648,
100552077,ENSACAG00000014219,
100552080,ENSACAG00000006283,
100552081,ENSACAG00000007404,
100552083,ENSACAG00000004565,
100552084,ENSACAG00000000640,
100552085,ENSACAG00000022462,
100552087,ENSACAG00000010293,
100552088,ENSACAG00000003837,
100552090,ENSACAG00000008606,
100552091,ENSACAG00000016704,
100552093,ENSACAG00000010186,
100552094,ENSACAG00000017091,
100552097,ENSACAG00000009746,
100552098,ENSACAG00000010427,
100552099,ENSACAG00000002300,
100552102,ENSACAG00000009161,
100552103,ENSACAG00000000486,
100552105,ENSACAG00000002242,
100552106,ENSACAG00000008501,
100552107,ENSACAG00000001260,
100552108,ENSACAG00000014540,
100552110,ENSACAG00000029568,
100552111,ENSACAG00000009217,
100552112,ENSACAG00000001896,
100552113,ENSACAG00000009615,
100552114,ENSACAG00000017373,
100552115,ENSACAG00000017333,
100552116,ENSACAG00000010316,
100552117,ENSACAG00000007162,
100552118,ENSACAG00000007132,
100552120,ENSACAG00000003815,
100552122,ENSACAG00000003267,
100552123,ENSACAG00000012609,
100552126,ENSACAG00000009490,
100552127,ENSACAG00000005308,
100552128,ENSACAG00000015439,
100552129,ENSACAG00000027406,
100552130,ENSACAG00000000178,
100552132,ENSACAG00000013418,
100552133,ENSACAG00000015683,
100552134,ENSACAG00000009581,
100552135,ENSACAG00000002227,
100552136,ENSACAG00000015610,
100552137,ENSACAG00000007341,
100552138,ENSACAG00000013892,
100552142,ENSACAG00000001472,
100552144,ENSACAG00000024570,
100552145,ENSACAG00000014521,
100552146,ENSACAG00000010455,
100552148,ENSACAG00000010267,
100552149,ENSACAG00000003083,
100552150,ENSACAG00000000271,
100552151,ENSACAG00000016477,
100552152,ENSACAG00000011915,
100552153,ENSACAG00000016825,
100552155,ENSACAG00000010483,
100552158,ENSACAG00000010782,
100552159,ENSACAG00000017852,
100552160,ENSACAG00000005046,
100552162,ENSACAG00000001414,
100552164,ENSACAG00000008361,
100552167,ENSACAG00000014526,
100552169,ENSACAG00000006471,
100552170,ENSACAG00000013171,
100552174,ENSACAG00000016032,
100552175,ENSACAG00000012791,
100552176,ENSACAG00000016678,
100552177,ENSACAG00000001769,
100552178,ENSACAG00000008871,
100552179,ENSACAG00000003640,
100552180,ENSACAG00000005069,
100552181,ENSACAG00000010855,
100552184,ENSACAG00000008577,
100552185,ENSACAG00000014005,
100552186,ENSACAG00000010752,
100552188,ENSACAG00000005748,
