11287,ENSMUSG00000030359
11298,ENSMUSG00000020804
11302,ENSMUSG00000025375
11303,ENSMUSG00000015243
11304,ENSMUSG00000028125
11305,ENSMUSG00000026944
11306,ENSMUSG00000031333
11307,ENSMUSG00000024030
11308,ENSMUSG00000058835
11350,ENSMUSG00000026842
11352,ENSMUSG00000026596
11354,ENSMUSG00000066583
11363,ENSMUSG00000026003
11364,ENSMUSG00000062908
11370,ENSMUSG00000018574
11409,ENSMUSG00000029545
11416,ENSMUSG00000027822
11418,ENSMUSG00000020704
11419,ENSMUSG00000023017
11421,ENSMUSG00000020681
11423,ENSMUSG00000023328
11425,ENSMUSG00000074336
11426,ENSMUSG00000028649
11428,ENSMUSG00000028405
11429,ENSMUSG00000022477
11430,ENSMUSG00000020777
11431,ENSMUSG00000044573
11432,ENSMUSG00000002103
11433,ENSMUSG00000001348
11434,ENSMUSG00000022622
11435,ENSMUSG00000027107
11438,ENSMUSG00000027577
11440,ENSMUSG00000031491
11441,ENSMUSG00000030525
11443,ENSMUSG00000041189
11444,ENSMUSG00000027950
11447,ENSMUSG00000026251
11448,ENSMUSG00000014609
11449,ENSMUSG00000026253
11450,ENSMUSG00000022878
11451,ENSMUSG00000032110
11459,ENSMUSG00000031972
11461,ENSMUSG00000029580
11464,ENSMUSG00000068614
11465,ENSMUSG00000062825
11468,ENSMUSG00000059430
11470,ENSMUSG00000070979
11471,ENSMUSG00000070980
11472,ENSMUSG00000052374
11474,ENSMUSG00000006457
11475,ENSMUSG00000035783
11477,ENSMUSG00000026836
11479,ENSMUSG00000000532
11480,ENSMUSG00000052155
11481,ENSMUSG00000061393
11482,ENSMUSG00000000530
11484,ENSMUSG00000020774
11486,ENSMUSG00000017697
11487,ENSMUSG00000054693
11488,ENSMUSG00000020926
11489,ENSMUSG00000054555
11490,ENSMUSG00000028041
11491,ENSMUSG00000052593
11492,ENSMUSG00000011256
11495,ENSMUSG00000022039
11496,ENSMUSG00000040537
11497,ENSMUSG00000031553
11498,ENSMUSG00000072972
11502,ENSMUSG00000031555
11504,ENSMUSG00000022893
11512,ENSMUSG00000022994
11513,ENSMUSG00000031659
11514,ENSMUSG00000022376
11515,ENSMUSG00000005580
11516,ENSMUSG00000024256
11517,ENSMUSG00000029778
11518,ENSMUSG00000029106
11519,ENSMUSG00000030000
11520,ENSMUSG00000028494
11522,ENSMUSG00000074207
11529,ENSMUSG00000055301
11532,ENSMUSG00000028138
11534,ENSMUSG00000039197
11535,ENSMUSG00000030790
11536,ENSMUSG00000058396
11537,ENSMUSG00000061780
11538,ENSMUSG00000051149
11539,ENSMUSG00000042429
11540,ENSMUSG00000020178
11541,ENSMUSG00000018500
11542,ENSMUSG00000000562
11544,ENSMUSG00000002844
11545,ENSMUSG00000026496
11546,ENSMUSG00000036023
11548,ENSMUSG00000050541
11549,ENSMUSG00000045875
11550,ENSMUSG00000027335
11551,ENSMUSG00000033717
11552,ENSMUSG00000058620
11553,ENSMUSG00000045318
11554,ENSMUSG00000035283
11555,ENSMUSG00000045730
11564,ENSMUSG00000022407
11565,ENSMUSG00000011148
11566,ENSMUSG00000015961
11567,ENSMUSG00000025432
11568,ENSMUSG00000020473
11569,ENSMUSG00000030232
11572,ENSMUSG00000025433
11576,ENSMUSG00000054932
