399518,ENSCAFG00000008791
399530,ENSCAFG00000004061
399544,ENSCAFG00000015228
399545,ENSCAFG00000002328
399653,ENSCAFG00000016782
403157,ENSCAFG00000007464
403168,ENSCAFG00000000777
403170,ENSCAFG00000006597
403400,ENSCAFG00000012086
403401,ENSCAFG00000018064
403403,ENSCAFG00000020318
403405,ENSCAFG00000004373
403406,ENSCAFG00000012245
403407,ENSCAFG00000008557
403408,ENSCAFG00000016815
403411,ENSCAFG00000008130
403412,ENSCAFG00000010739
403413,ENSCAFG00000019267
403414,ENSCAFG00000008550
403415,ENSCAFG00000008546
403417,ENSCAFG00000003518
403419,ENSCAFG00000004855
403421,ENSCAFG00000031252
403423,ENSCAFG00000015898
403424,ENSCAFG00000009794
403429,ENSCAFG00000013244
403432,ENSCAFG00000014629
403433,ENSCAFG00000009398
403435,ENSCAFG00000016686
403436,ENSCAFG00000015159
403437,ENSCAFG00000014600
403438,ENSCAFG00000003406
403439,ENSCAFG00000001511
403440,ENSCAFG00000014773
403441,ENSCAFG00000006370
403443,ENSCAFG00000013102
403444,ENSCAFG00000010099
403445,ENSCAFG00000015063
403448,ENSCAFG00000006008
403449,ENSCAFG00000030931
403451,ENSCAFG00000014451
403452,ENSCAFG00000002951
403453,ENSCAFG00000018208
403456,ENSCAFG00000012880
403458,ENSCAFG00000004384
403459,ENSCAFG00000009207
403462,ENSCAFG00000011504
403463,ENSCAFG00000002156
403466,ENSCAFG00000018020
403467,ENSCAFG00000012403
403468,ENSCAFG00000018945
403469,ENSCAFG00000009994
403470,ENSCAFG00000018051
403474,ENSCAFG00000006941
403475,ENSCAFG00000018436
403476,ENSCAFG00000013909
403477,ENSCAFG00000002281
403478,ENSCAFG00000013443
403479,ENSCAFG00000001478
403480,ENSCAFG00000006121
403483,ENSCAFG00000003040
403484,ENSCAFG00000020049
403485,ENSCAFG00000029322
403486,ENSCAFG00000010644
403487,ENSCAFG00000028992
403489,ENSCAFG00000010349
403490,ENSCAFG00000006042
403491,ENSCAFG00000010351
403492,ENSCAFG00000014653
403494,ENSCAFG00000007076
403495,ENSCAFG00000001354
403496,ENSCAFG00000006062
403497,ENSCAFG00000005051
403498,ENSCAFG00000016889
403500,ENSCAFG00000000738
403501,ENSCAFG00000003063
403502,ENSCAFG00000023201
403503,ENSCAFG00000019708
403504,ENSCAFG00000006990
403505,ENSCAFG00000013955
403506,ENSCAFG00000002656
403507,ENSCAFG00000006091
403508,ENSCAFG00000002579
403510,ENSCAFG00000018021
403511,ENSCAFG00000014655
